buy #,Symbol,b/s,buy date,purchase price,purchase qty,COGS,sell #,Symbol,b/s,sell date,sell price,sell qty,Revenue,fee,net sale,gain/loss $,gain/loss %,days held,G/L,Week
811,HASI,B,1/10/2019,(21.6489),100,-2164.890,829,HASI,S,1/10/2019,21.5901 ,100,2159.010,0.040,2158.970,-5.880,-0.272%,0,L,2
704,INTC,B,1/10/2019,(47.6895),100,-4768.950,707,INTC,S,1/10/2019,47.7200 ,100,4772.000,0.080,4771.920,3.050,0.064%,0,G,2
742,INTC,B,1/10/2019,(48.0893),50,-2404.465,764,INTC,S,1/10/2019,48.1100 ,50,2405.500,0.050,2405.450,1.035,0.043%,0,G,2
715,KO,B,1/10/2019,(46.6795),50,-2333.975,723,KO,S,1/10/2019,46.7200 ,50,2336.000,0.050,2335.950,2.025,0.087%,0,G,2
767,KO,B,1/10/2019,(46.8298),100,-4682.980,779,KO,S,1/10/2019,46.7001 ,100,4670.010,0.080,4669.930,-12.970,-0.277%,0,L,2
832,KO,B,1/10/2019,(46.9699),50,-2348.495,836,KO,S,1/10/2019,47.0500 ,50,2352.500,0.050,2352.450,4.005,0.171%,0,G,2
689,KR,B,1/10/2019,(28.1700),80,-2253.600,741,KR,S,1/10/2019,28.2100 ,80,2256.800,0.040,2256.760,3.200,0.142%,0,G,2
743,KR,B,1/10/2019,(28.2599),100,-2825.990,750,KR,S,1/10/2019,28.2800 ,100,2828.000,0.050,2827.950,2.010,0.071%,0,G,2
775,KR,B,1/10/2019,(28.2400),100,-2824.000,777,KR,S,1/10/2019,28.2500 ,100,2825.000,0.050,2824.950,1.000,0.035%,0,G,2
800,KR,B,1/10/2019,(28.3499),100,-2834.990,801,KR,S,1/10/2019,28.4102 ,100,2841.020,0.050,2840.970,6.030,0.213%,0,G,2
819,KR,B,1/10/2019,(28.3296),100,-2832.960,826,KR,S,1/10/2019,28.3500 ,100,2835.000,0.050,2834.950,2.040,0.072%,0,G,2
708,MSFT,B,1/10/2019,(102.9700),20,-2059.400,748,MSFT,S,1/10/2019,103.0510 ,20,2061.020,0.040,2060.980,1.620,0.079%,0,G,2
734,NFLX,B,1/10/2019,(323.5700),10,-3235.700,740,NFLX,S,1/10/2019,323.6500 ,10,3236.500,0.060,3236.440,0.800,0.025%,0,G,2
820,NFLX,B,1/10/2019,(322.6999),10,-3226.999,821,NFLX,S,1/10/2019,322.8100 ,10,3228.100,0.060,3228.040,1.101,0.034%,0,G,2
712,NKE,B,1/10/2019,(76.4100),50,-3820.500,724,NKE,S,1/10/2019,77.0200 ,50,3851.000,0.070,3850.930,30.500,0.798%,0,G,2
756,NKE,B,1/10/2019,(76.8996),40,-3075.984,760,NKE,S,1/10/2019,76.9201 ,40,3076.804,0.050,3076.754,0.820,0.027%,0,G,2
795,O,B,1/10/2019,(63.5796),50,-3178.980,798,O,S,1/10/2019,63.6000 ,50,3180.000,0.060,3179.940,1.020,0.032%,0,G,2
730,PFE,B,1/10/2019,(42.4490),26,-1103.674,745,PFE,S,1/10/2019,42.3747 ,26,1101.742,0.020,1101.722,-1.932,-0.175%,0,L,2
731,PFE,B,1/10/2019,(42.4490),50,-2122.450,745,PFE,S,1/10/2019,42.3747 ,50,2118.735,0.030,2118.705,-3.715,-0.175%,0,L,2
732,PFE,B,1/10/2019,(42.4490),2,-84.898,745,PFE,S,1/10/2019,42.3747 ,2,84.749,0.010,84.739,-0.149,-0.175%,0,L,2
733,PFE,B,1/10/2019,(42.4490),22,-933.878,745,PFE,S,1/10/2019,42.3747 ,22,932.243,0.010,932.233,-1.635,-0.175%,0,L,2
833,PFE,B,1/10/2019,(42.1670),50,-2108.350,865,PFE,S,1/11/2019,42.2200 ,50,2111.000,0.040,2110.960,2.650,0.126%,1,G,2
703,PG,B,1/10/2019,(90.9000),50,-4545.000,714,PG,S,1/10/2019,90.9300 ,50,4546.500,0.070,4546.430,1.500,0.033%,0,G,2
817,PG,B,1/10/2019,(91.1900),27,-2462.130,822,PG,S,1/10/2019,91.2550 ,27,2463.885,0.050,2463.835,1.755,0.071%,0,G,2
817,PG,B,1/10/2019,(91.1900),23,-2097.370,823,PG,S,1/10/2019,91.2510 ,23,2098.773,0.040,2098.733,1.403,0.067%,0,G,2
834,PG,B,1/10/2019,(91.3699),20,-1827.398,868,PG,S,1/11/2019,91.2000 ,20,1824.000,0.040,1823.960,-3.398,-0.186%,1,L,2
711,SBUX,B,1/10/2019,(63.7799),60,-3826.794,716,SBUX,S,1/10/2019,64.0500 ,60,3843.000,0.060,3842.940,16.206,0.423%,0,G,2
726,SBUX,B,1/10/2019,(64.1099),1,-64.110,728,SBUX,S,1/10/2019,64.1700 ,1,64.170,0.020,64.150,0.060,0.094%,0,G,2
726,SBUX,B,1/10/2019,(64.1099),39,-2500.286,729,SBUX,S,1/10/2019,64.1700 ,39,2502.630,0.050,2502.580,2.344,0.094%,0,G,2
